id,sellerId,title,description,price,images,category,stock,isActive,createdAt,updatedAt,africaFee,internationalFee,nigeriaFee,shippingZones,shipsFromCity,shipsFromCountry,weight,compareAtPrice,lowStockThreshold,publishAt,tags,unlimitedStock,digitalFileNames,digitalFiles,productType
"cmmn3yg330001ui4wqx7ybqsz","cmmknapxu000097n39kkjawzw","XIAOMI Redmi 15C 6.9'' 4GBRAM/128GB ROM Android 15 -Midnight Black","Xiaomi Redmi 15C will serve as the direct successor to the Redmi 14C, it is touted to bring a slightly refreshed design and a larger battery capacity.

While keeping its entry-level positioning, the device steps up durability with IP64-rated protection against dust and water splashes, and retains Corning Gorilla Glass 3 for display protection. Users can choose between a glass back or an eco leather silicone polymer option, depending on the color variant.

Color choices include Moonlight Blue, Mint Green, Midnight Gray, and Twilight Orange. The side-mounted fingerprint scanner returns for secure unlocking, while virtual proximity sensing handles basic interaction tasks.

Redmi 15C is basically a familiar upgrade if you want a recent budget phone with good performance and beefed up battery capacity, speaking of battery, also check out the Honor X70 with very large battery capacity.","135999","[""/uploads/03120b7726bbb05b26844661d815007c.jpg"",""/uploads/a050f1e6330bf833d5632b2139a81967.jpg""]","Electronics","999999","true","""2026-03-12T05:49:46.254Z""","""2026-03-12T05:49:46.254Z""","10000","30000","1500","{AFRICA,NIGERIA,INTERNATIONAL}","Lagos","NG","0.2","150023","5",,"[""phone"",""mobile"",""trending"",""nigeria"",""wizkid""]","true","[]","[]","PHYSICAL"
